Name,URL
Jummah Mosque (Mauritius),https://en.wikipedia.org/wiki/Jummah_Mosque_(Mauritius)
Hassan II Mosque,https://en.wikipedia.org/wiki/Hassan_II_Mosque
Kutubiyya Mosque,https://en.wikipedia.org/wiki/Kutubiyya_Mosque
Abuja National Mosque,https://en.wikipedia.org/wiki/Abuja_National_Mosque
Great Mosque of Kano,https://en.wikipedia.org/wiki/Great_Mosque_of_Kano
Sultan Qaboos Grand Mosque,https://en.wikipedia.org/wiki/Sultan_Qaboos_Grand_Mosque
Sultan Qaboos Grand Mosque,https://en.wikipedia.org/wiki/Sultan_Qaboos_Grand_Mosque
Faisal Mosque,https://en.wikipedia.org/wiki/Faisal_Mosque
Mahabat Khan Mosque,https://en.wikipedia.org/wiki/Mahabat_Khan_Mosque
Badshahi Mosque,https://en.wikipedia.org/wiki/Badshahi_Mosque
Wazir Khan Mosque,https://en.wikipedia.org/wiki/Wazir_Khan_Mosque
Grand Jamia Mosque Lahore,"https://en.wikipedia.org/wiki/Grand_Jamia_Mosque,_Lahore"
Shah Jahan Mosque Thatta,"https://en.wikipedia.org/wiki/Shah_Jahan_Mosque,_Thatta"
Masjid-e-Tooba,https://en.wikipedia.org/wiki/Masjid-e-Tooba
Al-Aqsa Mosque,https://en.wikipedia.org/wiki/Al-Aqsa_Mosque
Dome of the Rock,https://en.wikipedia.org/wiki/Dome_of_the_Rock
Mosque of Omar (Bethlehem),https://en.wikipedia.org/wiki/Mosque_of_Omar_(Bethlehem)
Great Mosque of Gaza,https://en.wikipedia.org/wiki/Great_Mosque_of_Gaza
Sultan Haji Hassanal Bolkiah Mosque,https://en.wikipedia.org/wiki/Sultan_Haji_Hassanal_Bolkiah_Mosque
Masjid Al-Dahab,https://en.wikipedia.org/wiki/Masjid_Al-Dahab
Central Mosque of Lisbon,https://en.wikipedia.org/wiki/Central_Mosque_of_Lisbon
Imam Muhammad ibn Abd al-Wahhab Mosque,https://en.wikipedia.org/wiki/Imam_Muhammad_ibn_Abd_al-Wahhab_Mosque
Kul Sharif Mosque,https://en.wikipedia.org/wiki/Kul_Sharif_Mosque
Moscow Cathedral Mosque,https://en.wikipedia.org/wiki/Moscow_Cathedral_Mosque
King Saud Mosque,https://en.wikipedia.org/wiki/King_Saud_Mosque
Masjid al-Haram,https://en.wikipedia.org/wiki/Masjid_al-Haram
Al-Masjid an-Nabawi,https://en.wikipedia.org/wiki/Al-Masjid_an-Nabawi
KAFD Grand Mosque,https://en.wikipedia.org/wiki/KAFD_Grand_Mosque
Great Mosque of Touba,https://en.wikipedia.org/wiki/Great_Mosque_of_Touba
Bajrakli Mosque Belgrade,"https://en.wikipedia.org/wiki/Bajrakli_Mosque,_Belgrade"
Sultan Mosque,https://en.wikipedia.org/wiki/Sultan_Mosque
Arba'a Rukun Mosque,https://en.wikipedia.org/wiki/Arba%27a_Rukun_Mosque
Tainan Mosque,https://en.wikipedia.org/wiki/Tainan_Mosque
At-Taqwa Mosque,https://en.wikipedia.org/wiki/At-Taqwa_Mosque
Gaddafi Mosque,https://en.wikipedia.org/wiki/Gaddafi_Mosque
300 Years Mosque,https://en.wikipedia.org/wiki/300_Years_Mosque
Ban Ho Mosque,https://en.wikipedia.org/wiki/Ban_Ho_Mosque
Great Mosque of Kairouan,https://en.wikipedia.org/wiki/Great_Mosque_of_Kairouan
Al-Zaytuna Mosque,https://en.wikipedia.org/wiki/Al-Zaytuna_Mosque
Sabanc Merkez Camii,https://en.wikipedia.org/wiki/Special:SpecialPages
Kocatepe Mosque,https://en.wikipedia.org/wiki/Kocatepe_Mosque
"Selimiye Mosque, Edirne","https://en.wikipedia.org/wiki/Selimiye_Mosque,_Edirne"
Eyüp Sultan Mosque,https://en.wikipedia.org/wiki/Ey%C3%BCp_Sultan_Mosque
Hagia Sophia,https://en.wikipedia.org/wiki/Hagia_Sophia
Fatih Mosque Istanbul,"https://en.wikipedia.org/wiki/Fatih_Mosque,_Istanbul"
Yavuz Selim Mosque,https://en.wikipedia.org/wiki/Yavuz_Selim_Mosque
"New Mosque, Istanbul","https://en.wikipedia.org/wiki/New_Mosque,_Istanbul"
Ortakoy Mosque,https://en.wikipedia.org/wiki/Ortak%C3%B6y_Mosque
Sultan Ahmed Mosque,https://en.wikipedia.org/wiki/Sultan_Ahmed_Mosque
Suleymaniye Mosque,https://en.wikipedia.org/wiki/S%C3%BCleymaniye_Mosque
Erturul Gazi Mosque,https://en.wikipedia.org/wiki/Ertu%C4%9Frul_Gazi_Mosque
Gurbanguly Hajji Mosque,https://en.wikipedia.org/wiki/Gurbanguly_Hajji_Mosque
Saparmurat Hajji Mosque,https://en.wikipedia.org/wiki/Saparmurat_Hajji_Mosque
Turkmenbay Ruhy Mosque,https://en.wikipedia.org/wiki/T%C3%BCrkmenba%C5%9Fy_Ruhy_Mosque
Uganda National Mosque,https://en.wikipedia.org/wiki/Uganda_National_Mosque
Sheikh Zayed Mosque,https://en.wikipedia.org/wiki/Sheikh_Zayed_Mosque
Grand Mosque in Dubai,https://en.wikipedia.org/wiki/Grand_Mosque_in_Dubai
Birmingham Central Mosque,https://en.wikipedia.org/wiki/Birmingham_Central_Mosque
East London Mosque,https://en.wikipedia.org/wiki/East_London_Mosque
London Central Mosque,https://en.wikipedia.org/wiki/London_Central_Mosque
Jamea Masjid Preston,"https://en.wikipedia.org/wiki/Jamea_Masjid,_Preston"
Abdul Rahman Mosque,https://en.wikipedia.org/wiki/Abdul_Rahman_Mosque
Abul Fazl Shrine,https://en.wikipedia.org/wiki/Abul_Fazl_Shrine
Kirka Sharif,https://en.wikipedia.org/wiki/Kirka_Sharif
Great Mosque of Herat,https://en.wikipedia.org/wiki/Great_Mosque_of_Herat
Hazrat Ali Mazar,https://en.wikipedia.org/wiki/Hazrat_Ali_Mazar
Sakhi Shrine,https://en.wikipedia.org/wiki/Sakhi_Shrine
Lashkargah Mosque,https://en.wikipedia.org/wiki/Lashkargah_Mosque
Khost Mosque,https://en.wikipedia.org/wiki/Khost_Mosque
2021 Kunduz mosque bombing,https://en.wikipedia.org/wiki/2021_Kunduz_mosque_bombing
Aidrus Mosque,https://en.wikipedia.org/wiki/Aidrus_Mosque
Al-Ashair Mosque,https://en.wikipedia.org/wiki/Al-Asha%27ir_Mosque
Al-Muhdhar Mosque,https://en.wikipedia.org/wiki/Al-Muhdhar_Mosque
Jibla Yemen Mosque,"https://en.wikipedia.org/wiki/Jibla,_Yemen#Mosques"
Queen Arwa Mosque,https://en.wikipedia.org/wiki/Queen_Arwa_Mosque
Alansar Mosque,https://en.wikipedia.org/wiki/Alansar_Mosque
Al-Bakiriyya Mosque,https://en.wikipedia.org/wiki/Al-Bakiriyya_Mosque
Albolaily Mosque,https://en.wikipedia.org/wiki/Albolaily_Mosque
Alemaan Mosque,https://en.wikipedia.org/wiki/Alemaan_Mosque
Al-Mahdi Mosque,https://en.wikipedia.org/wiki/Al-Mahdi_Mosque
Al Saleh Mosque,https://en.wikipedia.org/wiki/Al_Saleh_Mosque
Al Shohada Mosque (Sanaa),https://en.wikipedia.org/wiki/Al_Shohada_Mosque_(Sanaa)
Al Tawheed Mosque,https://en.wikipedia.org/wiki/Al_Tawheed_Mosque
Great Mosque of Sanaa,https://en.wikipedia.org/wiki/Great_Mosque_of_Sanaa
Hanthel Mosque,https://en.wikipedia.org/wiki/Hanthel_Mosque
Ashrafiya Mosque,https://en.wikipedia.org/wiki/Ashrafiya_Mosque
Al-Janad Mosque,https://en.wikipedia.org/wiki/Al-Janad_Mosque
Mudhaffar Mosque,https://en.wikipedia.org/wiki/Mudhaffar_Mosque
Talha Mosque,https://en.wikipedia.org/wiki/Talha_Mosque
Taipei Grand Mosque,https://en.wikipedia.org/wiki/Taipei_Grand_Mosque
Kaohsiung Mosque,https://en.wikipedia.org/wiki/Kaohsiung_Mosque
